;;preco;qtidade
ESPÍRITO SANTO;April 2015;6,0;17,2
ESPÍRITO SANTO;May 2015;10,0;16,3
ESPÍRITO SANTO;June 2015;5,0;17,3
ESPÍRITO SANTO;July 2015;9,0;16,6
ESPÍRITO SANTO;August 2015;7,0;16,8
ESPÍRITO SANTO;September 2015;10,0;16,4
ESPÍRITO SANTO;October 2015;6,0;17,2
ESPÍRITO SANTO;November 2015;5,0;17,4
ESPÍRITO SANTO;December 2015;10,0;16,6
ESPÍRITO SANTO;January 2016;5,0;17,3
ESPÍRITO SANTO;February 2016;5,0;17,4
ESPÍRITO SANTO;March 2016;9,0;16,5
ESPÍRITO SANTO;April 2016;9,0;16,7
ESPÍRITO SANTO;May 2016;7,0;16,9
ESPÍRITO SANTO;June 2016;7,0;17,1
ESPÍRITO SANTO;July 2016;8,0;16,8
ESPÍRITO SANTO;August 2016;9,0;16,6
ESPÍRITO SANTO;September 2016;8,0;16,6
ESPÍRITO SANTO;October 2016;10,0;16,3
ESPÍRITO SANTO;November 2016;9,0;16,5
ESPÍRITO SANTO;December 2016;6,0;17,0
ESPÍRITO SANTO;January 2017;6,0;17,1
ESPÍRITO SANTO;February 2017;7,0;17,0
ESPÍRITO SANTO;March 2017;7,0;17,1
ESPÍRITO SANTO;April 2017;10,0;16,5
ESPÍRITO SANTO;May 2017;10,0;16,3
ESPÍRITO SANTO;June 2017;5,0;17,3
ESPÍRITO SANTO;July 2017;10,0;16,4
ESPÍRITO SANTO;August 2017;7,0;17,1
ESPÍRITO SANTO;September 2017;9,0;16,5
ESPÍRITO SANTO;October 2017;6,0;17,2
ESPÍRITO SANTO;November 2017;6,0;17,3
ESPÍRITO SANTO;December 2017;8,0;16,8
ESPÍRITO SANTO;January 2018;9,0;16,7
ESPÍRITO SANTO;February 2018;8,0;16,8
ESPÍRITO SANTO;March 2018;10,0;16,4
ESPÍRITO SANTO;April 2018;10,0;16,4
ESPÍRITO SANTO;May 2018;7,0;17,1
ESPÍRITO SANTO;June 2018;9,0;16,5
ESPÍRITO SANTO;July 2018;7,0;16,8
ESPÍRITO SANTO;August 2018;10,0;16,6
ESPÍRITO SANTO;September 2018;5,0;17,5
ESPÍRITO SANTO;October 2018;7,0;17,1
ESPÍRITO SANTO;November 2018;5,0;17,4
ESPÍRITO SANTO;December 2018;8,0;16,7
ESPÍRITO SANTO;January 2019;6,0;17,1
ESPÍRITO SANTO;February 2019;5,0;17,3
ESPÍRITO SANTO;March 2019;5,0;17,5
ESPÍRITO SANTO;April 2019;6,0;17,2
ESPÍRITO SANTO;May 2019;5,0;17,3
ESPÍRITO SANTO;June 2019;9,0;16,5
ESPÍRITO SANTO;July 2019;10,0;16,6
ESPÍRITO SANTO;August 2019;5,0;17,3
ESPÍRITO SANTO;September 2019;6,0;17,2
ESPÍRITO SANTO;October 2019;9,0;16,7
ESPÍRITO SANTO;November 2019;7,0;16,8
ESTADO SÃO PAUL;December 2009;8,0;16,8
ESTADO SÃO PAUL;January 2010;8,0;16,6
ESTADO SÃO PAUL;February 2010;8,0;16,7
ESTADO SÃO PAUL;March 2010;10,0;16,5
ESTADO SÃO PAUL;April 2010;7,0;16,8
ESTADO SÃO PAUL;May 2010;9,0;16,5
ESTADO SÃO PAUL;June 2010;6,0;17,3
ESTADO SÃO PAUL;July 2010;9,0;16,6
ESTADO SÃO PAUL;August 2010;9,0;16,7
ESTADO SÃO PAUL;September 2010;8,0;16,9
ESTADO SÃO PAUL;October 2010;8,0;16,7
ESTADO SÃO PAUL;November 2010;9,0;16,5
ESTADO SÃO PAUL;December 2010;10,0;16,5
ESTADO SÃO PAUL;January 2011;5,0;17,3
ESTADO SÃO PAUL;February 2011;7,0;17,1
ESTADO SÃO PAUL;March 2011;10,0;16,5
ESTADO SÃO PAUL;April 2011;8,0;16,9
ESTADO SÃO PAUL;May 2011;9,0;16,7
ESTADO SÃO PAUL;June 2011;7,0;17,0
ESTADO SÃO PAUL;July 2011;8,0;16,7
ESTADO SÃO PAUL;August 2011;6,0;17,3
ESTADO SÃO PAUL;September 2011;8,0;16,8
ESTADO SÃO PAUL;October 2011;6,0;17,2
ESTADO SÃO PAUL;November 2011;9,0;16,5
ESTADO SÃO PAUL;December 2011;8,0;16,8
ESTADO SÃO PAUL;January 2012;10,0;16,3
ESTADO SÃO PAUL;February 2012;5,0;17,4
ESTADO SÃO PAUL;March 2012;7,0;16,9
ESTADO SÃO PAUL;April 2012;10,0;16,5
ESTADO SÃO PAUL;May 2012;5,0;17,6
ESTADO SÃO PAUL;June 2012;10,0;16,6
ESTADO SÃO PAUL;July 2012;5,0;17,3
ESTADO SÃO PAUL;August 2012;7,0;17,1
ESTADO SÃO PAUL;September 2012;6,0;17,1
ESTADO SÃO PAUL;October 2012;7,0;16,9
ESTADO SÃO PAUL;November 2012;10,0;16,5
ESTADO SÃO PAUL;December 2012;10,0;16,6
ESTADO SÃO PAUL;January 2013;8,0;16,8
ESTADO SÃO PAUL;February 2013;8,0;16,7
ESTADO SÃO PAUL;March 2013;9,0;16,8
ESTADO SÃO PAUL;April 2013;10,0;16,6
ESTADO SÃO PAUL;May 2013;5,0;17,3
ESTADO SÃO PAUL;June 2013;8,0;16,7
ESTADO SÃO PAUL;July 2013;7,0;17,0
ESTADO SÃO PAUL;August 2013;9,0;16,6
ESTADO SÃO PAUL;September 2013;8,0;16,6
ESTADO SÃO PAUL;October 2013;5,0;17,3
ESTADO SÃO PAUL;November 2013;8,0;16,7
ESTADO SÃO PAUL;December 2013;9,0;16,5
ESTADO SÃO PAUL;January 2014;6,0;17,1
ESTADO SÃO PAUL;February 2014;6,0;17,4
ESTADO SÃO PAUL;March 2014;9,0;16,5
ESTADO SÃO PAUL;April 2014;8,0;16,9
ESTADO SÃO PAUL;May 2014;10,0;16,6
ESTADO SÃO PAUL;June 2014;9,0;16,5
ESTADO SÃO PAUL;July 2014;6,0;17,2
ESTADO SÃO PAUL;August 2014;5,0;17,6
ESTADO SÃO PAUL;September 2014;7,0;17,0
ESTADO SÃO PAUL;October 2014;8,0;16,9
ESTADO SÃO PAUL;November 2014;9,0;16,6
ESTADO SÃO PAUL;December 2014;8,0;16,6
ESTADO SÃO PAUL;January 2015;5,0;17,4
ESTADO SÃO PAUL;February 2015;9,0;16,7
ESTADO SÃO PAUL;March 2015;9,0;16,5
ESTADO SÃO PAUL;April 2015;9,0;16,5
ESTADO SÃO PAUL;May 2015;10,0;16,3
ESTADO SÃO PAUL;June 2015;7,0;16,9
ESTADO SÃO PAUL;July 2015;10,0;16,6
ESTADO SÃO PAUL;August 2015;5,0;17,6
ESTADO SÃO PAUL;September 2015;6,0;17,1
ESTADO SÃO PAUL;October 2015;6,0;17,2
ESTADO SÃO PAUL;November 2015;6,0;17,2
ESTADO SÃO PAUL;December 2015;5,0;17,6
ESTADO SÃO PAUL;January 2016;6,0;17,0
ESTADO SÃO PAUL;February 2016;7,0;16,8
ESTADO SÃO PAUL;March 2016;6,0;17,0
ESTADO SÃO PAUL;April 2016;5,0;17,3
ESTADO SÃO PAUL;May 2016;5,0;17,6
ESTADO SÃO PAUL;June 2016;5,0;17,3
ESTADO SÃO PAUL;July 2016;10,0;16,6
ESTADO SÃO PAUL;August 2016;10,0;16,3
ESTADO SÃO PAUL;September 2016;8,0;16,9
ESTADO SÃO PAUL;October 2016;7,0;17,0
ESTADO SÃO PAUL;November 2016;8,0;16,6
ESTADO SÃO PAUL;December 2016;6,0;17,0
ESTADO SÃO PAUL;January 2017;9,0;16,6
ESTADO SÃO PAUL;February 2017;7,0;17,0
ESTADO SÃO PAUL;March 2017;10,0;16,4
ESTADO SÃO PAUL;April 2017;6,0;17,0
ESTADO SÃO PAUL;May 2017;5,0;17,6
ESTADO SÃO PAUL;June 2017;8,0;16,7
ESTADO SÃO PAUL;July 2017;9,0;16,4
ESTADO SÃO PAUL;August 2017;9,0;16,6
ESTADO SÃO PAUL;September 2017;6,0;17,4
ESTADO SÃO PAUL;October 2017;8,0;16,6
ESTADO SÃO PAUL;November 2017;5,0;17,5
ESTADO SÃO PAUL;December 2017;9,0;16,6
ESTADO SÃO PAUL;January 2018;9,0;16,4
ESTADO SÃO PAUL;February 2018;10,0;16,6
ESTADO SÃO PAUL;March 2018;7,0;17,0
ESTADO SÃO PAUL;April 2018;9,0;16,5
ESTADO SÃO PAUL;May 2018;7,0;17,0
ESTADO SÃO PAUL;June 2018;8,0;16,9
ESTADO SÃO PAUL;July 2018;5,0;17,4
ESTADO SÃO PAUL;August 2018;7,0;17,0
ESTADO SÃO PAUL;September 2018;8,0;16,8
ESTADO SÃO PAUL;October 2018;5,0;17,6
ESTADO SÃO PAUL;November 2018;8,0;16,6
ESTADO SÃO PAUL;December 2018;9,0;16,5
ESTADO SÃO PAUL;January 2019;10,0;16,4
ESTADO SÃO PAUL;February 2019;5,0;17,6
ESTADO SÃO PAUL;March 2019;8,0;16,6
ESTADO SÃO PAUL;April 2019;6,0;17,1
ESTADO SÃO PAUL;May 2019;6,0;17,1
ESTADO SÃO PAUL;June 2019;9,0;16,7
ESTADO SÃO PAUL;July 2019;8,0;16,8
ESTADO SÃO PAUL;August 2019;7,0;17,0
ESTADO SÃO PAUL;September 2019;7,0;16,9
ESTADO SÃO PAUL;October 2019;5,0;17,4
ESTADO SÃO PAUL;November 2019;7,0;16,9
GOIÁS;December 2009;5,0;17,5
GOIÁS;January 2010;10,0;16,6
GOIÁS;February 2010;6,0;17,3
GOIÁS;March 2010;6,0;17,1
GOIÁS;April 2010;7,0;17,0
GOIÁS;May 2010;10,0;16,3
GOIÁS;June 2010;9,0;16,4
GOIÁS;July 2010;8,0;16,8
GOIÁS;August 2010;6,0;17,0
GOIÁS;September 2010;7,0;17,1
GOIÁS;October 2010;6,0;17,1
GOIÁS;November 2010;9,0;16,8
GOIÁS;December 2010;7,0;17,1
GOIÁS;January 2011;10,0;16,5
GOIÁS;February 2011;10,0;16,3
GOIÁS;March 2011;10,0;16,4
GOIÁS;April 2011;7,0;17,0
GOIÁS;May 2011;9,0;16,6
GOIÁS;June 2011;10,0;16,5
GOIÁS;July 2011;10,0;16,4
GOIÁS;August 2011;8,0;16,9
GOIÁS;September 2011;10,0;16,6
GOIÁS;October 2011;7,0;17,1
GOIÁS;November 2011;7,0;17,0
GOIÁS;December 2011;5,0;17,6
GOIÁS;January 2012;8,0;16,7
GOIÁS;February 2012;6,0;17,3
GOIÁS;March 2012;7,0;16,8
GOIÁS;April 2012;7,0;16,9
GOIÁS;May 2012;5,0;17,3
GOIÁS;June 2012;6,0;17,3
GOIÁS;July 2012;10,0;16,4
GOIÁS;August 2012;8,0;16,9
GOIÁS;September 2012;8,0;16,7
GOIÁS;October 2012;6,0;17,2
GOIÁS;November 2012;7,0;16,9
GOIÁS;December 2012;7,0;16,9
GOIÁS;January 2013;8,0;16,7
GOIÁS;February 2013;9,0;16,6
GOIÁS;March 2013;5,0;17,4
GOIÁS;April 2013;5,0;17,6
GOIÁS;May 2013;6,0;17,3
GOIÁS;June 2013;8,0;16,7
GOIÁS;July 2013;10,0;16,5
GOIÁS;August 2013;6,0;17,0
GOIÁS;September 2013;9,0;16,5
GOIÁS;October 2013;5,0;17,5
GOIÁS;November 2013;8,0;16,9
GOIÁS;December 2013;7,0;16,8
GOIÁS;January 2014;6,0;17,3
GOIÁS;February 2014;8,0;16,8
GOIÁS;March 2014;10,0;16,5
GOIÁS;April 2014;6,0;17,2
GOIÁS;May 2014;7,0;16,8
GOIÁS;June 2014;8,0;16,9
GOIÁS;July 2014;6,0;17,3
GOIÁS;August 2014;8,0;16,6
GOIÁS;September 2014;9,0;16,4
GOIÁS;October 2014;7,0;16,9
GOIÁS;November 2014;10,0;16,3
GOIÁS;December 2014;7,0;17,1
GOIÁS;January 2015;5,0;17,4
GOIÁS;February 2015;8,0;16,6
GOIÁS;March 2015;10,0;16,6
GOIÁS;April 2015;10,0;16,3
GOIÁS;May 2015;5,0;17,5
GOIÁS;June 2015;6,0;17,0
GOIÁS;July 2015;7,0;17,1
GOIÁS;August 2015;9,0;16,5
GOIÁS;September 2015;9,0;16,8
GOIÁS;October 2015;6,0;17,1
GOIÁS;November 2015;10,0;16,4
GOIÁS;December 2015;10,0;16,3
GOIÁS;January 2016;6,0;17,3
GOIÁS;February 2016;5,0;17,3
GOIÁS;March 2016;7,0;17,0
GOIÁS;April 2016;8,0;16,8
GOIÁS;May 2016;9,0;16,5
GOIÁS;June 2016;9,0;16,5
GOIÁS;July 2016;8,0;16,9
GOIÁS;August 2016;9,0;16,6
GOIÁS;September 2016;9,0;16,6
GOIÁS;October 2016;7,0;16,8
GOIÁS;November 2016;8,0;16,9
GOIÁS;December 2016;5,0;17,5
GOIÁS;January 2017;10,0;16,4
GOIÁS;February 2017;7,0;16,9
GOIÁS;March 2017;8,0;16,8
GOIÁS;April 2017;10,0;16,6
GOIÁS;May 2017;8,0;16,7
GOIÁS;June 2017;5,0;17,4
GOIÁS;July 2017;10,0;16,5
GOIÁS;August 2017;8,0;16,8
GOIÁS;September 2017;10,0;16,5
GOIÁS;October 2017;7,0;17,0
GOIÁS;November 2017;7,0;17,1
GOIÁS;December 2017;7,0;16,9
GOIÁS;January 2018;9,0;16,6
GOIÁS;February 2018;6,0;17,2
GOIÁS;March 2018;6,0;17,3
GOIÁS;April 2018;7,0;17,1
GOIÁS;May 2018;8,0;16,9
GOIÁS;June 2018;8,0;16,9
GOIÁS;July 2018;10,0;16,5
GOIÁS;August 2018;9,0;16,7
GOIÁS;September 2018;7,0;16,8
GOIÁS;October 2018;6,0;17,1
GOIÁS;November 2018;9,0;16,6
GOIÁS;December 2018;6,0;17,1
GOIÁS;January 2019;5,0;17,6
GOIÁS;February 2019;9,0;16,5
GOIÁS;March 2019;10,0;16,4
GOIÁS;April 2019;7,0;16,9
GOIÁS;May 2019;9,0;16,8
GOIÁS;June 2019;10,0;16,6
GOIÁS;July 2019;5,0;17,4
GOIÁS;August 2019;7,0;17,0
GOIÁS;September 2019;5,0;17,6
GOIÁS;October 2019;6,0;17,1
GOIÁS;November 2019;8,0;16,9
MARANHÃO;December 2009;7,0;16,8
MARANHÃO;January 2010;5,0;17,5
MARANHÃO;February 2010;6,0;17,1
MARANHÃO;March 2010;7,0;16,9
MARANHÃO;April 2010;9,0;16,7
MARANHÃO;May 2010;7,0;17,0
MARANHÃO;July 2010;5,0;17,6
MARANHÃO;September 2010;6,0;17,2
MARANHÃO;October 2010;6,0;17,3
MARANHÃO;November 2010;10,0;16,3
MARANHÃO;December 2010;8,0;16,7
MARANHÃO;January 2011;7,0;16,9
MARANHÃO;February 2011;7,0;16,8
MARANHÃO;March 2011;7,0;17,1
MARANHÃO;April 2011;5,0;17,5
MARANHÃO;May 2011;6,0;17,3
MARANHÃO;June 2011;6,0;17,3
MARANHÃO;July 2011;5,0;17,6
MARANHÃO;August 2011;6,0;17,2
MARANHÃO;September 2011;10,0;16,6
MARANHÃO;October 2011;10,0;16,4
MARANHÃO;November 2011;5,0;17,5
MARANHÃO;December 2011;10,0;16,4
MARANHÃO;January 2012;5,0;17,4
MARANHÃO;February 2012;9,0;16,7
MARANHÃO;March 2012;10,0;16,5
MARANHÃO;April 2012;8,0;16,9
MARANHÃO;May 2012;8,0;16,9
MARANHÃO;June 2012;8,0;16,9
MARANHÃO;July 2012;6,0;17,3
MARANHÃO;August 2012;7,0;17,1
MARANHÃO;September 2012;5,0;17,5
MARANHÃO;October 2012;6,0;17,3
MARANHÃO;November 2012;9,0;16,5
MARANHÃO;December 2012;5,0;17,6
MARANHÃO;January 2013;5,0;17,6
MARANHÃO;February 2013;5,0;17,5
MARANHÃO;March 2013;5,0;17,4
MARANHÃO;April 2013;6,0;17,2
MARANHÃO;May 2013;9,0;16,7
MARANHÃO;June 2013;6,0;17,2
MARANHÃO;July 2013;10,0;16,3
MARANHÃO;August 2013;7,0;17,1
MARANHÃO;September 2013;10,0;16,4
MARANHÃO;October 2013;6,0;17,3
MARANHÃO;November 2013;8,0;16,9
MARANHÃO;December 2013;6,0;17,1
MARANHÃO;January 2014;6,0;17,2
MARANHÃO;February 2014;10,0;16,3
MARANHÃO;March 2014;5,0;17,4
MARANHÃO;April 2014;5,0;17,4
MARANHÃO;May 2014;7,0;16,9
MARANHÃO;June 2014;6,0;17,1
MARANHÃO;July 2014;10,0;16,4
MARANHÃO;August 2014;7,0;17,1
MARANHÃO;September 2014;5,0;17,4
MARANHÃO;October 2014;9,0;16,8
MARANHÃO;November 2014;7,0;16,8
MARANHÃO;December 2014;6,0;17,1
MARANHÃO;January 2015;8,0;16,8
MARANHÃO;February 2015;7,0;16,8
MARANHÃO;March 2015;10,0;16,4
MARANHÃO;April 2015;7,0;16,9
MARANHÃO;May 2015;9,0;16,5
MARANHÃO;June 2015;6,0;17,3
MARANHÃO;July 2015;8,0;16,7
MARANHÃO;August 2015;5,0;17,4
MARANHÃO;September 2015;10,0;16,5
MARANHÃO;October 2015;9,0;16,5
MARANHÃO;November 2015;9,0;16,6
MARANHÃO;December 2015;5,0;17,6
MARANHÃO;January 2016;10,0;16,3
MARANHÃO;February 2016;7,0;17,0
MARANHÃO;March 2016;7,0;16,8
MARANHÃO;April 2016;9,0;16,6
MARANHÃO;May 2016;7,0;16,8
MARANHÃO;June 2016;5,0;17,5
MARANHÃO;July 2016;5,0;17,6
MARANHÃO;August 2016;5,0;17,4
MARANHÃO;September 2016;9,0;16,4
MARANHÃO;October 2016;10,0;16,6
MARANHÃO;November 2016;9,0;16,5
MARANHÃO;December 2016;7,0;17,1
MARANHÃO;January 2017;7,0;17,1
MARANHÃO;February 2017;8,0;16,8
MARANHÃO;March 2017;5,0;17,5
MARANHÃO;April 2017;8,0;16,9
MARANHÃO;May 2017;7,0;16,8
MARANHÃO;June 2017;7,0;17,0
MARANHÃO;July 2017;7,0;16,9
MARANHÃO;August 2017;6,0;17,1
MARANHÃO;September 2017;10,0;16,4
MARANHÃO;October 2017;6,0;17,1
MARANHÃO;November 2017;7,0;16,8
MARANHÃO;December 2017;10,0;16,4
MARANHÃO;January 2018;8,0;16,9
MARANHÃO;February 2018;8,0;16,6
MARANHÃO;March 2018;7,0;17,0
MARANHÃO;April 2018;6,0;17,3
MARANHÃO;May 2018;8,0;16,9
MARANHÃO;June 2018;9,0;16,8
MARANHÃO;July 2018;10,0;16,6
MARANHÃO;August 2018;10,0;16,3
MARANHÃO;September 2018;9,0;16,6
MARANHÃO;October 2018;8,0;16,9
MARANHÃO;November 2018;6,0;17,2
MARANHÃO;December 2018;6,0;17,2
MARANHÃO;January 2019;5,0;17,6
MARANHÃO;February 2019;7,0;16,8
MARANHÃO;March 2019;7,0;16,9
MARANHÃO;April 2019;5,0;17,5
MARANHÃO;May 2019;6,0;17,0
MARANHÃO;June 2019;5,0;17,5
MARANHÃO;July 2019;7,0;17,0
MARANHÃO;August 2019;5,0;17,4
MARANHÃO;September 2019;5,0;17,5
MARANHÃO;October 2019;6,0;17,0
MARANHÃO;November 2019;8,0;16,8
MATO GROSSO;December 2009;8,0;16,8
MATO GROSSO;January 2010;8,0;16,6
MATO GROSSO;February 2010;10,0;16,4
MATO GROSSO;March 2010;6,0;17,2
MATO GROSSO;April 2010;5,0;17,3
MATO GROSSO;May 2010;10,0;16,6
MATO GROSSO;June 2010;8,0;16,8
MATO GROSSO;July 2010;5,0;17,3
MATO GROSSO;August 2010;5,0;17,5
MATO GROSSO;September 2010;10,0;16,5
MATO GROSSO;October 2010;7,0;16,8
MATO GROSSO;November 2010;10,0;16,5
MATO GROSSO;December 2010;10,0;16,4
MATO GROSSO;January 2011;5,0;17,5
MATO GROSSO;February 2011;8,0;16,6
MATO GROSSO;March 2011;6,0;17,1
MATO GROSSO;April 2011;9,0;16,6
MATO GROSSO;May 2011;8,0;16,7
MATO GROSSO;June 2011;8,0;16,9
MATO GROSSO;July 2011;9,0;16,5
MATO GROSSO;August 2011;7,0;16,8
MATO GROSSO;September 2011;10,0;16,4
MATO GROSSO;October 2011;10,0;16,5
MATO GROSSO;November 2011;6,0;17,3
MATO GROSSO;December 2011;9,0;16,8
MATO GROSSO;January 2012;6,0;17,3
MATO GROSSO;February 2012;5,0;17,6
MATO GROSSO;March 2012;5,0;17,4
MATO GROSSO;April 2012;5,0;17,6
MATO GROSSO;May 2012;9,0;16,8
MATO GROSSO;June 2012;8,0;16,8
MATO GROSSO;July 2012;10,0;16,3
MATO GROSSO;August 2012;5,0;17,6
MATO GROSSO;September 2012;6,0;17,1
MATO GROSSO;October 2012;9,0;16,7
MATO GROSSO;November 2012;5,0;17,4
MATO GROSSO;December 2012;5,0;17,4
MATO GROSSO;January 2013;5,0;17,6
MATO GROSSO;February 2013;7,0;16,9
MATO GROSSO;March 2013;7,0;17,1
MATO GROSSO;April 2013;9,0;16,5
MATO GROSSO;May 2013;9,0;16,6
MATO GROSSO;June 2013;7,0;17,0
MATO GROSSO;July 2013;10,0;16,3
MATO GROSSO;August 2013;9,0;16,7
MATO GROSSO;September 2013;8,0;16,7
MATO GROSSO;October 2013;9,0;16,6
MATO GROSSO;November 2013;9,0;16,4
MATO GROSSO;December 2013;10,0;16,5
MATO GROSSO;January 2014;8,0;16,8
MATO GROSSO;February 2014;5,0;17,4
MATO GROSSO;March 2014;6,0;17,3
MATO GROSSO;April 2014;6,0;17,1
MATO GROSSO;May 2014;5,0;17,6
MATO GROSSO;June 2014;7,0;16,8
MATO GROSSO;July 2014;8,0;16,7
MATO GROSSO;August 2014;6,0;17,2
MATO GROSSO;September 2014;9,0;16,6
MATO GROSSO;October 2014;6,0;17,3
MATO GROSSO;November 2014;6,0;17,3
MATO GROSSO;December 2014;6,0;17,3
MATO GROSSO;January 2015;8,0;16,8
MATO GROSSO;February 2015;7,0;17,1
MATO GROSSO;March 2015;9,0;16,7
MATO GROSSO;April 2015;6,0;17,2
MATO GROSSO;May 2015;9,0;16,7
MATO GROSSO;June 2015;5,0;17,6
MATO GROSSO;July 2015;5,0;17,5
MATO GROSSO;August 2015;9,0;16,5
MATO GROSSO;September 2015;6,0;17,2
MATO GROSSO;October 2015;7,0;16,8
MATO GROSSO;November 2015;5,0;17,6
MATO GROSSO;December 2015;9,0;16,4
MATO GROSSO;January 2016;6,0;17,3
MATO GROSSO;February 2016;9,0;16,5
MATO GROSSO;March 2016;9,0;16,6
MATO GROSSO;April 2016;10,0;16,5
MATO GROSSO;May 2016;10,0;16,3
MATO GROSSO;June 2016;6,0;17,1
MATO GROSSO;July 2016;7,0;17,0
MATO GROSSO;August 2016;10,0;16,5
MATO GROSSO;September 2016;7,0;17,1
MATO GROSSO;October 2016;10,0;16,5
MATO GROSSO;November 2016;9,0;16,6
MATO GROSSO;December 2016;5,0;17,6
MATO GROSSO;January 2017;6,0;17,2
MATO GROSSO;February 2017;9,0;16,5
MATO GROSSO;March 2017;7,0;17,0
MATO GROSSO;April 2017;5,0;17,5
MATO GROSSO;May 2017;7,0;16,8
MATO GROSSO;June 2017;8,0;16,7
MATO GROSSO;July 2017;9,0;16,4
MATO GROSSO;August 2017;5,0;17,4
MATO GROSSO;September 2017;6,0;17,2
MATO GROSSO;October 2017;7,0;16,9
MATO GROSSO;November 2017;10,0;16,3
MATO GROSSO;December 2017;10,0;16,5
MATO GROSSO;January 2018;7,0;16,9
MATO GROSSO;February 2018;6,0;17,3
MATO GROSSO;March 2018;10,0;16,6
MATO GROSSO;April 2018;10,0;16,3
MATO GROSSO;May 2018;5,0;17,5
MATO GROSSO;June 2018;6,0;17,3
MATO GROSSO;July 2018;6,0;17,3
MATO GROSSO;August 2018;6,0;17,2
MATO GROSSO;September 2018;5,0;17,4
MATO GROSSO;October 2018;10,0;16,3
MATO GROSSO;November 2018;7,0;17,0
MATO GROSSO;December 2018;10,0;16,4
MATO GROSSO;January 2019;8,0;16,7
MATO GROSSO;February 2019;5,0;17,3
MATO GROSSO;March 2019;7,0;16,9
MATO GROSSO;April 2019;6,0;17,4
MATO GROSSO;May 2019;9,0;16,7
MATO GROSSO;June 2019;10,0;16,3
MATO GROSSO;July 2019;9,0;16,4
MATO GROSSO;August 2019;9,0;16,6
MATO GROSSO;September 2019;7,0;16,9
MATO GROSSO;October 2019;6,0;17,1
MATO GROSSO;November 2019;10,0;16,4
MATO GROSSO SUL;December 2009;6,0;17,0
MATO GROSSO SUL;January 2010;6,0;17,1
MATO GROSSO SUL;February 2010;7,0;16,8
MATO GROSSO SUL;March 2010;6,0;17,2
MATO GROSSO SUL;April 2010;9,0;16,7
MATO GROSSO SUL;May 2010;6,0;17,2
MATO GROSSO SUL;June 2010;8,0;16,6
MATO GROSSO SUL;July 2010;8,0;16,8
MATO GROSSO SUL;August 2010;7,0;17,0
MATO GROSSO SUL;September 2010;7,0;17,0
MATO GROSSO SUL;October 2010;5,0;17,4
MATO GROSSO SUL;November 2010;7,0;16,8
MATO GROSSO SUL;December 2010;8,0;16,6
MATO GROSSO SUL;January 2011;7,0;16,8
MATO GROSSO SUL;February 2011;9,0;16,7
MATO GROSSO SUL;March 2011;10,0;16,5
MATO GROSSO SUL;April 2011;10,0;16,6
MATO GROSSO SUL;May 2011;7,0;17,1
MATO GROSSO SUL;June 2011;5,0;17,3
MATO GROSSO SUL;July 2011;7,0;16,8
MATO GROSSO SUL;August 2011;6,0;17,3
MATO GROSSO SUL;September 2011;5,0;17,3
MATO GROSSO SUL;October 2011;9,0;16,6
MATO GROSSO SUL;November 2011;10,0;16,5
MATO GROSSO SUL;December 2011;8,0;16,8
MATO GROSSO SUL;January 2012;7,0;17,1
MATO GROSSO SUL;February 2012;10,0;16,4
MATO GROSSO SUL;March 2012;8,0;16,7
MATO GROSSO SUL;April 2012;9,0;16,7
MATO GROSSO SUL;May 2012;8,0;16,6
MATO GROSSO SUL;June 2012;9,0;16,6
MATO GROSSO SUL;July 2012;10,0;16,4
MATO GROSSO SUL;August 2012;8,0;16,9
MATO GROSSO SUL;September 2012;9,0;16,7
MATO GROSSO SUL;October 2012;9,0;16,6
MATO GROSSO SUL;November 2012;10,0;16,6
MATO GROSSO SUL;December 2012;8,0;16,8
MATO GROSSO SUL;January 2013;9,0;16,7
MATO GROSSO SUL;February 2013;9,0;16,6
MATO GROSSO SUL;March 2013;9,0;16,6
MATO GROSSO SUL;April 2013;7,0;16,9
MATO GROSSO SUL;May 2013;7,0;16,9
MATO GROSSO SUL;June 2013;10,0;16,3
MATO GROSSO SUL;July 2013;8,0;16,6
MATO GROSSO SUL;August 2013;8,0;16,7
MATO GROSSO SUL;September 2013;8,0;16,9
MATO GROSSO SUL;October 2013;7,0;16,8
MATO GROSSO SUL;November 2013;6,0;17,2
MATO GROSSO SUL;December 2013;7,0;16,9
MATO GROSSO SUL;January 2014;6,0;17,1
MATO GROSSO SUL;February 2014;10,0;16,4
MATO GROSSO SUL;March 2014;6,0;17,3
MATO GROSSO SUL;April 2014;9,0;16,6
MATO GROSSO SUL;May 2014;6,0;17,2
MATO GROSSO SUL;June 2014;5,0;17,4
MATO GROSSO SUL;July 2014;9,0;16,5
MATO GROSSO SUL;August 2014;10,0;16,5
MATO GROSSO SUL;September 2014;8,0;16,9
MATO GROSSO SUL;October 2014;6,0;17,4
MATO GROSSO SUL;November 2014;5,0;17,6
MATO GROSSO SUL;December 2014;10,0;16,4
MATO GROSSO SUL;January 2015;8,0;16,8
MATO GROSSO SUL;February 2015;5,0;17,5
MATO GROSSO SUL;March 2015;7,0;16,8
MATO GROSSO SUL;April 2015;8,0;16,6
MATO GROSSO SUL;May 2015;10,0;16,6
MATO GROSSO SUL;June 2015;7,0;16,8
MATO GROSSO SUL;July 2015;8,0;16,7
MATO GROSSO SUL;August 2015;10,0;16,3
MATO GROSSO SUL;September 2015;8,0;16,7
MATO GROSSO SUL;October 2015;10,0;16,5
